Total Household Income,Region,Total Food Expenditure,Main Source of Income,Agricultural Household indicator,Bread and Cereals Expenditure,Total Rice Expenditure,Meat Expenditure,Total Fish and  marine products Expenditure,Fruit Expenditure,Vegetables Expenditure,Restaurant and hotels Expenditure,Alcoholic Beverages Expenditure,Tobacco Expenditure,"Clothing, Footwear and Other Wear Expenditure",Housing and water Expenditure,Imputed House Rental Value,Medical Care Expenditure,Transportation Expenditure,Communication Expenditure,Education Expenditure,Miscellaneous Goods and Services Expenditure,Special Occasions Expenditure,Crop Farming and Gardening expenses,Total Income from Entrepreneurial Acitivites,Household Head Sex,Household Head Age,Household Head Marital Status,Household Head Highest Grade Completed,Household Head Job or Business Indicator,Household Head Occupation,Household Head Class of Worker,Type of Household,Total Number of Family members,Members with age less than 5 year old,Members with age 5 - 17 years old,Total number of family members employed,Type of Building/House,Type of Roof,Type of Walls,House Floor Area,House Age,Number of bedrooms,Tenure Status,Toilet Facilities,Electricity,Main Source of Water Supply,Number of Television,Number of CD/VCD/DVD,Number of Component/Stereo set,Number of Refrigerator/Freezer,Number of Washing Machine,Number of Airconditioner,"Number of Car, Jeep, Van",Number of Landline/wireless telephones,Number of Cellular phone,Number of Personal Computer,Number of Stove with Oven/Gas Range,Number of Motorized Banca,Number of Motorcycle/Tricycle
356840,NCR,105628,Wage/Salaries,2,15388,10776,9240,7047,2130,2212,56400,5928,1358,11888,62820,45000,3025,58524,12714,0,10074,2700,0,0,Male,65,Single,Business and Administration Programs,No Job/Business,,,Extended Family,2,0,0,1,Single house,Mixed but predominantly strong materials,Quite Strong,60,75,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,1,0,0,0,3,2,1,0,0
235759,NCR,60922,Wage/Salaries,2,14470,9775,4666,1901,1250,1645,31080,1870,1560,4150,26550,15000,885,9000,4110,0,7680,2210,0,0,Male,37,Married,Grade 5,With Job/Business,"Messengers, package and luggage porters and deliverers",Worked for private establishment,Single Family,2,0,0,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,20,15,1,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,1,0,0,0,2,1,0,0,0
361936,NCR,87849,Wage/Salaries,2,12316,4940,11693,6544,5720,4555,26260,1560,0,0,86394,72000,6320,33156,27654,0,14934,2000,0,0,Male,68,Married,Teacher Training and Education Sciences Programs,No Job/Business,,,Single Family,3,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,60,45,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",0,1,0,1,1,1,0,1,3,1,1,0,0
797229,NCR,161176,Wage/Salaries,2,38834,24804,25596,20873,5332,5985,36220,1890,0,3980,224760,12000,8436,85914,30582,108000,35250,0,0,225110,Male,47,Married,Third Year College,With Job/Business,General managers/managing proprietors of business services,Employer in own family-operated farm or business,Extended Family,6,0,2,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,150,5,2,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",3,2,1,2,1,1,2,1,5,2,0,0,0
427759,NCR,131381,Wage/Salaries,2,26925,22100,17040,10243,1172,5437,45570,6760,5690,1320,46320,30000,2600,11682,16242,600,29796,0,0,0,Female,48,Divorced/Separated,High School Graduate,With Job/Business,Cooks,Worked for private establishment,Extended Family,8,1,2,3,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,36,75,4,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,1,0,0,0,0,3,0,0,0,0
154096,NCR,43280,Other sources of Income,2,1976,0,0,1560,160,0,35720,1270,2019,8729,35010,30000,2290,5760,7218,0,24918,2500,0,0,Male,23,Single,High School Graduate,With Job/Business,"Radio, television and other announcers",Worked for private establishment,Single Family,1,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,36,75,4,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,1,0,1,1,0,0,0,1,0,0,0,0
239028,NCR,68972,Wage/Salaries,2,13831,10803,5513,6283,3670,4345,24660,3159,2070,0,50220,30000,2002,64644,7152,0,7602,1000,0,0,Male,37,Married,High School Graduate,With Job/Business,Housekeepers and related workers,Worked for private establishment,Single Family,2,0,0,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Quite Strong,36,75,4,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Shared, faucet, community water system",1,1,1,1,0,0,0,0,2,0,0,0,0
413694,NCR,99044,Wage/Salaries,2,23133,15795,20590,11561,1300,3694,24110,876,0,4035,69198,51000,15275,26982,16662,17000,32124,3500,0,0,Male,41,Married,First Year College,With Job/Business,Housekeepers and related workers,Worked for private establishment,Single Family,5,0,2,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,432,11,2,"Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,1,2,2,0,0,0
264988,NCR,93999,Enterpreneurial Activities,2,17721,13530,10407,8396,931,3898,34460,3588,8540,1830,68412,42000,10025,26058,6978,35950,8712,0,0,157520,Male,52,Married,High School Graduate,With Job/Business,Social work associate professionals,Worked for government/government corporation,Single Family,5,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,25,1,"Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,1,0,0,0,4,0,0,0,1
266458,NCR,90752,Wage/Salaries,2,11671,5580,18938,10790,1370,4798,33355,2550,0,4615,59532,26400,171,2808,2862,1450,10032,1000,0,55200,Male,31,Married,Elementary Graduate,With Job/Business,Stall and market salespersons,Worked for private establishment,Single Family,3,0,1,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,20,15,1,"Own house, rent-free lot without consent of owner","Water-sealed, sewer septic tank, shared with other household",1,"Own use, faucet, community water system",1,1,0,1,1,0,0,0,2,2,0,0,0
398000,NCR,81636,Wage/Salaries,2,7969,3732,5394,2812,1743,1446,41614,2488,10860,6079,120222,108000,15800,15228,10050,0,17538,3000,0,0,Male,50,Divorced/Separated,Second Year Post Secondary,With Job/Business,Receptionists and information clerks,Worked for private establishment,Single Family,1,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,200,25,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,1,0,0,0,2,1,2,0,0
1097715,NCR,320863,Wage/Salaries,2,37853,23000,46793,42198,2090,7057,127600,988,24435,26397,181494,102000,4780,46602,29136,177080,91824,13000,0,129500,Male,53,Married,Security Services Programs,With Job/Business,Police inspectors and detectives,Worked for government/government corporation,Extended Family,8,0,3,4,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,50,7,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",2,1,1,2,1,1,1,0,10,2,1,0,0
424000,NCR,179106,Other sources of Income,2,42668,25980,42116,19908,4048,11565,25340,528,0,10500,121770,0,3120,21108,19488,83620,22248,13000,0,12000,Female,49,Married,High School Graduate,No Job/Business,,,Single Family,5,0,1,0,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,80,35,2,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,Peddler,1,1,1,1,1,0,0,0,0,1,1,0,0
753782,NCR,183344,Wage/Salaries,2,32006,9500,36939,21240,6381,14593,20500,1170,3620,8620,114060,0,32720,15804,14238,102740,79536,18000,0,76602,Male,73,Married,High School Graduate,No Job/Business,,,Extended Family,6,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,50,2,3,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,1,2,1,0,0,1,5,1,1,0,2
784413,NCR,180022,Wage/Salaries,2,17629,9760,14534,9150,5832,9367,87000,1950,0,21277,139374,108000,4344,54894,25596,1099,32370,6000,0,166913,Male,50,Married,Third Year High School,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,5,0,1,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,66,15,2,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,1,1,0,0,0,5,1,1,0,1
280900,NCR,112266,Wage/Salaries,2,24445,15385,4320,5900,3754,4067,8637,0,0,2880,63660,45000,2127,13848,4752,0,16164,21500,0,0,Female,67,Divorced/Separated,Second Year Post Secondary,No Job/Business,,,Extended Family,4,1,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,22,4,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, shared with other household",1,"Shared, faucet, community water system",1,0,0,1,1,0,0,0,3,0,1,0,0
239512,NCR,33194,Enterpreneurial Activities,2,9252,6110,3614,3280,3140,3197,1870,0,0,2140,45360,39000,0,5892,1554,0,3378,0,0,172202,Female,65,Widowed,Engineering and Engineering Trades Programs,With Job/Business,Shop salespersons and demonstrators,Worked for private establishment,Single Family,1,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,22,4,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, shared with other household",1,"Shared, faucet, community water system",1,0,0,0,0,0,0,0,1,0,0,0,0
261512,NCR,101112,Wage/Salaries,2,28906,15976,12180,4404,1954,3928,36220,0,0,4965,58818,45000,376,11640,4932,5585,12126,0,0,0,Female,46,Divorced/Separated,High School Graduate,With Job/Business,Domestic helpers and cleaners,Worked for private household,Single Family,5,0,2,2,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,22,4,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, shared with other household",1,"Shared, faucet, community water system",0,0,0,0,0,0,0,0,2,0,0,0,0
856505,NCR,191009,Wage/Salaries,2,33564,13546,30038,19161,6558,12312,49890,240,390,12040,96120,54000,1482,35544,25044,20000,32250,24000,0,0,Male,63,Married,Security Services Programs,No Job/Business,,,Extended Family,7,1,0,3,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,50,20,0,"Own house, rent-free lot with consent of owner","Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",2,0,1,1,1,0,0,1,6,1,1,0,0
145118,NCR,54739,Wage/Salaries,2,16558,9320,5496,2624,1156,2203,12080,2070,9412,2695,57672,39000,80,10332,2130,0,8328,0,0,0,Male,25,Married,High School Graduate,With Job/Business,Carpenters and joiners,Worked for private establishment,Single Family,3,1,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,15,17,2,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,1,1,0,0,0,2,0,1,0,0
323042,NCR,44616,Other sources of Income,2,12072,6032,5210,3852,3641,2044,3920,2964,7240,1780,89760,72000,4996,1806,840,0,6192,1200,0,157842,Male,64,Married,High School Graduate,With Job/Business,Domestic helpers and cleaners,Worked without pay in own family-operated farm or business,Single Family,2,0,0,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,110,48,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,1,1,0,0,0,1,0,0,0,0
597240,NCR,57394,Wage/Salaries,2,10089,6750,5603,3680,1850,1250,24049,0,0,8965,80340,0,19067,11934,8682,0,10032,3000,0,0,Female,50,Married,High School Graduate,With Job/Business,Domestic helpers and cleaners,Worked for private household,Single Family,3,0,0,2,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,36,11,2,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,1,1,1,0,0,2,1,0,0,0
185400,NCR,59931,Wage/Salaries,2,0,0,0,0,1300,0,50680,0,1560,9310,36000,0,300,4830,7200,0,4512,0,0,0,Male,45,Single,Transport Services Programs,With Job/Business,Electronics mechanics and servicers,Worked for private establishment,Single Family,1,0,0,1,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,36,11,2,Rent house/room including lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,0,0,0,0,1,0,0,0,0
506564,NCR,106201,Wage/Salaries,2,30393,25340,16178,3943,2035,2535,11198,666,4344,7570,103680,78000,672,26844,5634,1812,8148,2000,0,0,Male,55,Married,High School Graduate,No Job/Business,,,Extended Family,7,1,1,3,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,45,5,3,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,0,0,1,0,0,0,6,0,0,0,0
112663,NCR,74372,Other sources of Income,2,14306,8658,120,288,63,0,54400,0,0,5915,39618,33000,0,0,1116,2400,2760,2000,0,0,Male,16,Single,Second Year High School,No Job/Business,,,Single Family,2,0,2,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,25,40,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, shared with other household",1,"Own use, faucet, community water system",1,1,0,0,0,0,0,0,1,0,0,0,0
714164,NCR,119835,Enterpreneurial Activities,2,27560,23103,22460,16428,2562,2368,21580,264,2715,3885,74220,48000,0,31554,9780,131508,6564,2000,0,504994,Male,47,Married,Engineering and Engineering trades Programs,With Job/Business,"General managers/managing proprietors in transportation, storage and communications",Self-employed wihout any employee,Single Family,6,0,3,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,26,15,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,1,1,0,0,0,3,1,0,0,1
136410,NCR,38053,Wage/Salaries,2,13729,11011,1010,2585,1118,2249,10485,0,0,440,46236,36000,1150,11010,1038,0,1278,0,0,0,Male,75,Married,Grade 4,With Job/Business,Domestic helpers and cleaners,Worked for private household,Single Family,2,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,17,1,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,0,0,0,0,0,1,0,0,0,0
1949406,NCR,301575,Wage/Salaries,2,37810,29790,28937,20627,10175,4810,161100,2184,0,15194,489240,420000,21752,98418,57582,70000,48828,5000,0,346806,Male,82,Married,Engineering and Engineering Trades Programs,No Job/Business,,,Extended Family,8,0,0,5,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,120,35,5,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,1,1,1,1,1,1,1,6,1,1,0,0
1127040,NCR,101105,Enterpreneurial Activities,2,17094,10920,12200,4549,1934,7065,29822,1274,0,9609,335820,300000,1288,27798,8394,78160,12930,1000,0,767040,Female,53,Married,Third Year College,No Job/Business,,,Single Family,3,0,0,0,Multi-unit residential,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,32,30,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,1,1,1,1,1,0,3,0,0,0,0
277000,NCR,60222,Wage/Salaries,2,11752,7732,4708,6682,3091,1265,21930,936,5430,5000,32034,12000,7770,0,1500,0,3030,300,0,0,Male,45,Married,High School Graduate,With Job/Business,"Car, taxi and van drivers",Worked for private household,Single Family,2,0,0,1,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,20,35,1,Rent-free house and lot with consent of owner,"Water-sealed, sewer septic tank, shared with other household",1,"Shared, faucet, community water system",2,0,0,0,0,0,0,0,1,0,0,0,0
471404,NCR,116547,Other sources of Income,2,28472,15600,12381,9886,2070,4245,31400,0,4344,1670,109290,78000,181400,12978,6480,10800,11022,28500,81000,81000,Male,73,Married,Engineering and Engineering trades Programs,No Job/Business,,,Single Family,7,0,3,0,Single house,"Strong material(galvanized,iron,al,tile,concrete,brick,stone,asbestos)",Strong,30,33,2,Own or owner-like possession of house and lot,"Water-sealed, sewer septic tank, used exclusively by household",1,"Own use, faucet, community water system",1,0,0,1,1,0,0,0,3,0,1,0,0
